"Datum Beginn";"Datum Ende";"Wochentag";"Beginn";"Ende";"Raum";"Ereignis";"Fach";"Dozent";"Bereich";"Standort";"ID"
"23.11.2023";"23.11.2023";"Do";"09:50";"10:35";"301";"HS KVS 2308 B 01";"Finanzen";"Fahim Abed";"JWI";"Lagerstrasse 102";"963911"
"23.11.2023";"23.11.2023";"Do";"10:40";"11:25";"301";"HS KVS 2308 B 01";"Finanzen";"Fahim Abed";"JWI";"Lagerstrasse 102";"963913"
"17.11.2023";"17.11.2023";"Fr";"14:00";"14:45";"407";"HS KVS 2308 B 01";"Englisch";"Javier Carro Pérez";"JWI";"Lagerstrasse 102";"964070"
"17.11.2023";"17.11.2023";"Fr";"15:00";"15:45";"407";"HS KVS 2308 B 01";"Englisch";"Javier Carro Pérez";"JWI";"Lagerstrasse 102";"964072"
"22.11.2023";"22.11.2023";"Mi";"09:50";"10:35";"205a";"HS KVS 2308 B 01";"Englisch";"Javier Carro Pérez";"JWI";"Lagerstrasse 102";"964074"
"22.11.2023";"22.11.2023";"Mi";"09:50";"10:35";"205b";"HS KVS 2308 B 01";"Englisch";"Javier Carro Pérez";"JWI";"Lagerstrasse 102";"964075"
"22.11.2023";"22.11.2023";"Mi";"10:40";"11:25";"205a";"HS KVS 2308 B 01";"Englisch";"Javier Carro Pérez";"JWI";"Lagerstrasse 102";"964077"
"22.11.2023";"22.11.2023";"Mi";"10:40";"11:25";"205b";"HS KVS 2308 B 01";"Englisch";"Javier Carro Pérez";"JWI";"Lagerstrasse 102";"964078"
"24.11.2023";"24.11.2023";"Fr";"14:00";"14:45";"407";"HS KVS 2308 B 01";"Englisch";"Javier Carro Pérez";"JWI";"Lagerstrasse 102";"964080"
"24.11.2023";"24.11.2023";"Fr";"15:00";"15:45";"407";"HS KVS 2308 B 01";"Englisch";"Javier Carro Pérez";"JWI";"Lagerstrasse 102";"964082"
"20.11.2023";"20.11.2023";"Mo";"08:00";"08:45";"407";"HS KVS 2308 B 01";"Wahlpflichtfach Französisch";"Jennifer Schmuki";"JWI";"Lagerstrasse 102";"964248"
"20.11.2023";"20.11.2023";"Mo";"08:50";"09:35";"407";"HS KVS 2308 B 01";"Wahlpflichtfach Französisch";"Jennifer Schmuki";"JWI";"Lagerstrasse 102";"964250"
"21.11.2023";"21.11.2023";"Di";"09:50";"10:35";"407";"HS KVS 2308 B 01";"Wahlpflichtfach Französisch";"Jennifer Schmuki";"JWI";"Lagerstrasse 102";"964252"
"21.11.2023";"21.11.2023";"Di";"10:40";"11:25";"407";"HS KVS 2308 B 01";"Wahlpflichtfach Französisch";"Jennifer Schmuki";"JWI";"Lagerstrasse 102";"964254"
"22.11.2023";"22.11.2023";"Mi";"08:00";"08:45";"406";"HS KVS 2308 B 01";"Information/Komm./Admin.";"Robert Schmid";"JWI";"Lagerstrasse 102";"964452"
"22.11.2023";"22.11.2023";"Mi";"08:50";"09:35";"406";"HS KVS 2308 B 01";"Information/Komm./Admin.";"Robert Schmid";"JWI";"Lagerstrasse 102";"964454"
"22.11.2023";"22.11.2023";"Mi";"12:20";"13:05";"406";"HS KVS 2308 B 01";"Information/Komm./Admin.";"Robert Schmid";"JWI";"Lagerstrasse 102";"964456"
"22.11.2023";"22.11.2023";"Mi";"13:10";"13:55";"406";"HS KVS 2308 B 01";"Information/Komm./Admin.";"Robert Schmid";"JWI";"Lagerstrasse 102";"964458"
"22.11.2023";"22.11.2023";"Mi";"14:00";"14:45";"406";"HS KVS 2308 B 01";"Information/Komm./Admin.";"Robert Schmid";"JWI";"Lagerstrasse 102";"964460"
"22.11.2023";"22.11.2023";"Mi";"15:00";"15:45";"406";"HS KVS 2308 B 01";"Information/Komm./Admin.";"Robert Schmid";"JWI";"Lagerstrasse 102";"964462"
"23.11.2023";"23.11.2023";"Do";"12:20";"13:55";"306";"HS KVS 2308 B 01";"Lerngruppe";"";"JWI";"Lagerstrasse 102";"971668"
"17.11.2023";"17.11.2023";"Fr";"12:20";"13:05";"407";"HS KVS 2308 B 01";"Wirtschaft und Gesellschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"964666"
"17.11.2023";"17.11.2023";"Fr";"13:10";"13:55";"407";"HS KVS 2308 B 01";"Wirtschaft und Gesellschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"964668"
"23.11.2023";"23.11.2023";"Do";"08:00";"08:45";"301";"HS KVS 2308 B 01";"Wirtschaft und Gesellschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"964670"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"301";"HS KVS 2308 B 01";"Wirtschaft und Gesellschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"964672"
"23.11.2023";"23.11.2023";"Do";"15:00";"15:45";"301";"HS KVS 2308 B 01";"Wirtschaft und Gesellschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"964674"
"24.11.2023";"24.11.2023";"Fr";"12:20";"13:05";"407";"HS KVS 2308 B 01";"Wirtschaft und Gesellschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"964676"
"24.11.2023";"24.11.2023";"Fr";"13:10";"13:55";"407";"HS KVS 2308 B 01";"Wirtschaft und Gesellschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"964678"
"17.11.2023";"17.11.2023";"Fr";"09:50";"10:35";"407";"HS KVS 2308 B 01";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"964844"
"17.11.2023";"17.11.2023";"Fr";"10:40";"11:25";"407";"HS KVS 2308 B 01";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"964846"
"21.11.2023";"21.11.2023";"Di";"08:00";"08:45";"407";"HS KVS 2308 B 01";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"964848"
"21.11.2023";"21.11.2023";"Di";"08:50";"09:35";"407";"HS KVS 2308 B 01";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"964850"
"24.11.2023";"24.11.2023";"Fr";"09:50";"10:35";"407";"HS KVS 2308 B 01";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"964852"
"24.11.2023";"24.11.2023";"Fr";"10:40";"11:25";"407";"HS KVS 2308 B 01";"Deutsch";"Roland Stüben";"JWI";"Lagerstrasse 102";"964854"
"21.11.2023";"21.11.2023";"Di";"12:20";"13:05";"205a";"HS KVS 2308 B 01";"Integrierte Praxisteile";"Julian Spatz";"JWI";"Lagerstrasse 102";"964987"
"21.11.2023";"21.11.2023";"Di";"12:20";"13:05";"205b";"HS KVS 2308 B 01";"Integrierte Praxisteile";"Julian Spatz";"JWI";"Lagerstrasse 102";"964988"
"21.11.2023";"21.11.2023";"Di";"13:10";"13:55";"205a";"HS KVS 2308 B 01";"Integrierte Praxisteile";"Julian Spatz";"JWI";"Lagerstrasse 102";"964990"
"21.11.2023";"21.11.2023";"Di";"13:10";"13:55";"205b";"HS KVS 2308 B 01";"Integrierte Praxisteile";"Julian Spatz";"JWI";"Lagerstrasse 102";"964991"
"20.11.2023";"20.11.2023";"Mo";"09:50";"10:35";"407";"HS KVS 2308 B 01";"Überfachliche Kompetenzen";"Roland Stüben";"JWI";"Lagerstrasse 102";"965081"
"20.11.2023";"20.11.2023";"Mo";"10:40";"11:25";"407";"HS KVS 2308 B 01";"Überfachliche Kompetenzen";"Roland Stüben";"JWI";"Lagerstrasse 102";"965083"
"17.11.2023";"17.11.2023";"Fr";"08:00";"08:45";"ZL O3.05";"FH GBM 2308 FS2 01";"Biologie";"Alexander Fuchs";"JMA";"Lagerstrasse 45";"951708"
"17.11.2023";"17.11.2023";"Fr";"08:50";"09:35";"ZL O3.05";"FH GBM 2308 FS2 01";"Biologie";"Alexander Fuchs";"JMA";"Lagerstrasse 45";"951710"
"24.11.2023";"24.11.2023";"Fr";"08:00";"08:45";"304";"FH GBM 2308 FS2 01";"Chemie";"Yvonne Hari";"JMA";"Lagerstrasse 102";"975298"
"24.11.2023";"24.11.2023";"Fr";"08:50";"09:35";"304";"FH GBM 2308 FS2 01";"Chemie";"Yvonne Hari";"JMA";"Lagerstrasse 102";"975299"
"17.11.2023";"17.11.2023";"Fr";"12:20";"13:05";"ZL O3.05";"FH GBM 2308 FS2 01";"Deutsch (GBM/TBM)";"Livio Gloor";"JMA";"Lagerstrasse 45";"951804"
"17.11.2023";"17.11.2023";"Fr";"13:10";"13:55";"ZL O3.05";"FH GBM 2308 FS2 01";"Deutsch (GBM/TBM)";"Livio Gloor";"JMA";"Lagerstrasse 45";"951806"
"22.11.2023";"22.11.2023";"Mi";"18:20";"19:05";"Online";"FH GBM 2308 FS2 01";"Deutsch (GBM/TBM)";"Livio Gloor";"JMA";"";"951808"
"22.11.2023";"22.11.2023";"Mi";"19:10";"19:55";"Online";"FH GBM 2308 FS2 01";"Deutsch (GBM/TBM)";"Livio Gloor";"JMA";"";"951810"
"24.11.2023";"24.11.2023";"Fr";"12:20";"13:05";"ZL O3.05";"FH GBM 2308 FS2 01";"Deutsch (GBM/TBM)";"Livio Gloor";"JMA";"Lagerstrasse 45";"951812"
"24.11.2023";"24.11.2023";"Fr";"13:10";"13:55";"ZL O3.05";"FH GBM 2308 FS2 01";"Deutsch (GBM/TBM)";"Livio Gloor";"JMA";"Lagerstrasse 45";"951814"
"18.11.2023";"18.11.2023";"Sa";"08:00";"08:45";"ZL O3.05";"FH GBM 2308 FS2 01";"Englisch (GBM/TBM)";"Kai Kunz";"JMA";"Lagerstrasse 45";"951908"
"18.11.2023";"18.11.2023";"Sa";"08:50";"09:35";"ZL O3.05";"FH GBM 2308 FS2 01";"Englisch (GBM/TBM)";"Kai Kunz";"JMA";"Lagerstrasse 45";"951910"
"24.11.2023";"24.11.2023";"Fr";"09:50";"10:35";"ZL O3.05";"FH GBM 2308 FS2 01";"Englisch (GBM/TBM)";"Kai Kunz";"JMA";"Lagerstrasse 45";"951912"
"24.11.2023";"24.11.2023";"Fr";"10:40";"11:25";"ZL O3.05";"FH GBM 2308 FS2 01";"Englisch (GBM/TBM)";"Kai Kunz";"JMA";"Lagerstrasse 45";"951914"
"17.11.2023";"17.11.2023";"Fr";"09:50";"10:35";"ZL O3.05";"FH GBM 2308 FS2 01";"Französisch (GBM/TBM)";"Sarah Roussel";"JMA";"Lagerstrasse 45";"951984"
"17.11.2023";"17.11.2023";"Fr";"10:40";"11:25";"ZL O3.05";"FH GBM 2308 FS2 01";"Französisch (GBM/TBM)";"Sarah Roussel";"JMA";"Lagerstrasse 45";"951986"
"22.11.2023";"22.11.2023";"Mi";"16:40";"17:25";"Online";"FH GBM 2308 FS2 01";"Französisch (GBM/TBM)";"Sarah Roussel";"JMA";"";"951988"
"22.11.2023";"22.11.2023";"Mi";"17:30";"18:15";"Online";"FH GBM 2308 FS2 01";"Französisch (GBM/TBM)";"Sarah Roussel";"JMA";"";"951990"
"18.11.2023";"18.11.2023";"Sa";"14:00";"14:45";"ZL O3.05";"FH GBM 2308 FS2 01";"Geschichte + Politik (GBM/TBM)";"Andreas Hürlimann";"JMA";"Lagerstrasse 45";"952056"
"18.11.2023";"18.11.2023";"Sa";"15:00";"15:45";"ZL O3.05";"FH GBM 2308 FS2 01";"Geschichte + Politik (GBM/TBM)";"Andreas Hürlimann";"JMA";"Lagerstrasse 45";"952058"
"21.11.2023";"21.11.2023";"Di";"10:45";"11:45";"GYM";"Diverses SJS 2023";"YOGA";"";"JME";"Lagerstrasse 102";"967459"
"23.11.2023";"23.11.2023";"Do";"18:20";"19:05";"404b";"TS TSM 2309 A 01";"Mathematik Gruppe A";"Matthias Dehmer";"JTE";"Lagerstrasse 102";"911751"
"23.11.2023";"23.11.2023";"Do";"19:10";"19:55";"404b";"TS TSM 2309 A 01";"Mathematik Gruppe A";"Matthias Dehmer";"JTE";"Lagerstrasse 102";"911753"
"23.11.2023";"23.11.2023";"Do";"20:05";"20:50";"404b";"TS TSM 2309 A 01";"Mathematik Gruppe A";"Matthias Dehmer";"JTE";"Lagerstrasse 102";"911755"
"23.11.2023";"23.11.2023";"Do";"20:55";"21:40";"404b";"TS TSM 2309 A 01";"Mathematik Gruppe A";"Matthias Dehmer";"JTE";"Lagerstrasse 102";"911757"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"404a";"TS TSM 2309 A 01";"Mathematik Gruppe B";"Christoph Kündig";"JTE";"Lagerstrasse 102";"911903"
"23.11.2023";"23.11.2023";"Do";"15:00";"15:45";"404a";"TS TSM 2309 A 01";"Mathematik Gruppe B";"Christoph Kündig";"JTE";"Lagerstrasse 102";"911905"
"23.11.2023";"23.11.2023";"Do";"15:50";"16:35";"404a";"TS TSM 2309 A 01";"Mathematik Gruppe B";"Christoph Kündig";"JTE";"Lagerstrasse 102";"911907"
"23.11.2023";"23.11.2023";"Do";"16:40";"17:25";"404a";"TS TSM 2309 A 01";"Mathematik Gruppe B";"Christoph Kündig";"JTE";"Lagerstrasse 102";"911909"
"21.11.2023";"21.11.2023";"Di";"18:20";"19:05";"404a";"TS TSM 2309 A 01";"Lern- und Arbeitstechnik Gruppe B";"Sascha Kopp";"JTE";"Lagerstrasse 102";"978119"
"21.11.2023";"21.11.2023";"Di";"19:10";"19:55";"404a";"TS TSM 2309 A 01";"Lern- und Arbeitstechnik Gruppe B";"Sascha Kopp";"JTE";"Lagerstrasse 102";"978120"
"21.11.2023";"21.11.2023";"Di";"20:05";"20:50";"404a";"TS TSM 2309 A 01";"Lern- und Arbeitstechnik Gruppe B";"Sascha Kopp";"JTE";"Lagerstrasse 102";"978121"
"21.11.2023";"21.11.2023";"Di";"20:55";"21:40";"404a";"TS TSM 2309 A 01";"Lern- und Arbeitstechnik Gruppe B";"Sascha Kopp";"JTE";"Lagerstrasse 102";"978122"
"18.11.2023";"18.11.2023";"Sa";"08:00";"08:45";"405a";"TS TSM 2309 A 01";"Geometrie";"Matthias Dehmer";"JTE";"Lagerstrasse 102";"912171"
"18.11.2023";"18.11.2023";"Sa";"08:50";"09:35";"405b";"TS TSM 2309 A 01";"Geometrie";"Matthias Dehmer";"JTE";"Lagerstrasse 102";"978206"
"18.11.2023";"18.11.2023";"Sa";"08:50";"09:35";"405a";"TS TSM 2309 A 01";"Geometrie";"Matthias Dehmer";"JTE";"Lagerstrasse 102";"912173"
"18.11.2023";"18.11.2023";"Sa";"09:50";"10:35";"405b";"TS TSM 2309 A 01";"Geometrie";"Matthias Dehmer";"JTE";"Lagerstrasse 102";"978207"
"18.11.2023";"18.11.2023";"Sa";"09:50";"10:35";"405a";"TS TSM 2309 A 01";"Geometrie";"Matthias Dehmer";"JTE";"Lagerstrasse 102";"912175"
"18.11.2023";"18.11.2023";"Sa";"10:40";"11:25";"405b";"TS TSM 2309 A 01";"Geometrie";"Matthias Dehmer";"JTE";"Lagerstrasse 102";"978208"
"18.11.2023";"18.11.2023";"Sa";"10:40";"11:25";"405a";"TS TSM 2309 A 01";"Geometrie";"Matthias Dehmer";"JTE";"Lagerstrasse 102";"912177"
"18.11.2023";"18.11.2023";"Sa";"11:30";"12:15";"405b";"TS TSM 2309 A 01";"Geometrie";"Matthias Dehmer";"JTE";"Lagerstrasse 102";"978209"
"18.11.2023";"18.11.2023";"Sa";"11:30";"12:15";"405a";"TS TSM 2309 A 01";"Geometrie";"Matthias Dehmer";"JTE";"Lagerstrasse 102";"912179"
"18.11.2023";"18.11.2023";"Sa";"12:20";"13:05";"405b";"TS TSM 2309 A 01";"Geometrie";"Matthias Dehmer";"JTE";"Lagerstrasse 102";"978210"
"18.11.2023";"18.11.2023";"Sa";"12:20";"13:05";"405a";"TS TSM 2309 A 01";"Geometrie";"Matthias Dehmer";"JTE";"Lagerstrasse 102";"912181"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"404b";"TS TSM 2309 A 01";"Englisch mittleres Niveau";"Gladys Kündig";"JTE";"Lagerstrasse 102";"912299"
"23.11.2023";"23.11.2023";"Do";"15:00";"15:45";"404b";"TS TSM 2309 A 01";"Englisch mittleres Niveau";"Gladys Kündig";"JTE";"Lagerstrasse 102";"912301"
"23.11.2023";"23.11.2023";"Do";"15:50";"16:35";"404b";"TS TSM 2309 A 01";"Englisch mittleres Niveau";"Gladys Kündig";"JTE";"Lagerstrasse 102";"912303"
"23.11.2023";"23.11.2023";"Do";"16:40";"17:25";"404b";"TS TSM 2309 A 01";"Englisch mittleres Niveau";"Gladys Kündig";"JTE";"Lagerstrasse 102";"912305"
"23.11.2023";"23.11.2023";"Do";"18:20";"19:05";"404a";"TS TSM 2309 A 01";"Englisch höheres Niveau";"Gladys Kündig";"JTE";"Lagerstrasse 102";"912451"
"23.11.2023";"23.11.2023";"Do";"19:10";"19:55";"404a";"TS TSM 2309 A 01";"Englisch höheres Niveau";"Gladys Kündig";"JTE";"Lagerstrasse 102";"912453"
"23.11.2023";"23.11.2023";"Do";"20:05";"20:50";"404a";"TS TSM 2309 A 01";"Englisch höheres Niveau";"Gladys Kündig";"JTE";"Lagerstrasse 102";"912455"
"23.11.2023";"23.11.2023";"Do";"20:55";"21:40";"404a";"TS TSM 2309 A 01";"Englisch höheres Niveau";"Gladys Kündig";"JTE";"Lagerstrasse 102";"912457"
"21.11.2023";"21.11.2023";"Di";"18:20";"19:05";"201";"TS TSM 2309 A 01";"Deutsch Gruppe A";"Roger Saurenmann";"JTE";"Lagerstrasse 102";"977893"
"21.11.2023";"21.11.2023";"Di";"19:10";"19:55";"201";"TS TSM 2309 A 01";"Deutsch Gruppe A";"Roger Saurenmann";"JTE";"Lagerstrasse 102";"977894"
"21.11.2023";"21.11.2023";"Di";"20:05";"20:50";"201";"TS TSM 2309 A 01";"Deutsch Gruppe A";"Roger Saurenmann";"JTE";"Lagerstrasse 102";"977895"
"21.11.2023";"21.11.2023";"Di";"20:55";"21:40";"201";"TS TSM 2309 A 01";"Deutsch Gruppe A";"Roger Saurenmann";"JTE";"Lagerstrasse 102";"977896"
"23.11.2023";"23.11.2023";"Do";"13:10";"13:55";"ZL O4.06";"TP TPA 2308 A 01";"Betreuen von Kunden";"Patrizia Wunderlin";"JME";"Lagerstrasse 45";"927612"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"ZL O4.15";"TP TPA 2308 A 01";"Ausführen von Laborarbeiten";"Daniela Rada";"JME";"Lagerstrasse 45";"927690"
"23.11.2023";"23.11.2023";"Do";"15:00";"15:45";"ZL O4.15";"TP TPA 2308 A 01";"Ausführen von Laborarbeiten";"Daniela Rada";"JME";"Lagerstrasse 45";"927692"
"23.11.2023";"23.11.2023";"Do";"12:20";"13:05";"ZL O4.06";"TP TPA 2308 A 01";"Begleiten von tierärztliche Eingriffe";"Patrizia Wunderlin";"JME";"Lagerstrasse 45";"927732"
"23.11.2023";"23.11.2023";"Do";"09:50";"10:35";"ZL O4.01";"TP TPA 2308 A 01";"Umsetzen von Hygiene- und Sicherheitsmassnahmen";"Tanja Tschigg";"JME";"Lagerstrasse 45";"927770"
"23.11.2023";"23.11.2023";"Do";"10:40";"11:25";"ZL O4.01";"TP TPA 2308 A 01";"Umsetzen von Hygiene- und Sicherheitsmassnahmen";"Tanja Tschigg";"JME";"Lagerstrasse 45";"927772"
"23.11.2023";"23.11.2023";"Do";"15:50";"16:35";"ZL O4.06";"TP TPA 2308 A 01";"Allgemeinbildung";"David Dörflinger";"JME";"Lagerstrasse 45";"927874"
"23.11.2023";"23.11.2023";"Do";"16:40";"17:25";"ZL O4.06";"TP TPA 2308 A 01";"Allgemeinbildung";"David Dörflinger";"JME";"Lagerstrasse 45";"927876"
"23.11.2023";"23.11.2023";"Do";"10:40";"11:25";"ZL O4.06";"TP TPA 2308 B 01";"Betreuen von Kunden";"Patrizia Wunderlin";"JME";"Lagerstrasse 45";"927972"
"23.11.2023";"23.11.2023";"Do";"12:20";"13:05";"ZL O4.15";"TP TPA 2308 B 01";"Ausführen von Laborarbeiten";"Daniela Rada";"JME";"Lagerstrasse 45";"928050"
"23.11.2023";"23.11.2023";"Do";"13:10";"13:55";"ZL O4.15";"TP TPA 2308 B 01";"Ausführen von Laborarbeiten";"Daniela Rada";"JME";"Lagerstrasse 45";"928052"
"23.11.2023";"23.11.2023";"Do";"09:50";"10:35";"ZL O4.06";"TP TPA 2308 B 01";"Begleiten von tierärztliche Eingriffe";"Patrizia Wunderlin";"JME";"Lagerstrasse 45";"928092"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"ZL O4.05";"TP TPA 2308 B 01";"Allgemeinbildung";"Julian Meyer";"JME";"Lagerstrasse 45";"928194"
"23.11.2023";"23.11.2023";"Do";"15:00";"15:45";"ZL O4.05";"TP TPA 2308 B 01";"Allgemeinbildung";"Julian Meyer";"JME";"Lagerstrasse 45";"928196"
"23.11.2023";"23.11.2023";"Do";"15:50";"16:35";"ZL O4.05";"TP TPA 2308 B 01";"Allgemeinbildung";"Julian Meyer";"JME";"Lagerstrasse 45";"928250"
"23.11.2023";"23.11.2023";"Do";"16:40";"17:25";"ZL O4.05";"TP TPA 2308 B 01";"Allgemeinbildung";"Julian Meyer";"JME";"Lagerstrasse 45";"928252"
"23.11.2023";"23.11.2023";"Do";"08:50";"09:35";"ZL O4.06";"TP TPA 2308 C 01";"Betreuen von Kunden";"Patrizia Wunderlin";"JME";"Lagerstrasse 45";"928332"
"23.11.2023";"23.11.2023";"Do";"08:00";"08:45";"ZL O4.06";"TP TPA 2308 C 01";"Begleiten von tierärztliche Eingriffe";"Patrizia Wunderlin";"JME";"Lagerstrasse 45";"928452"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"ZL O4.01";"TP TPA 2308 C 01";"Umsetzen von Hygiene- und Sicherheitsmassnahmen";"Tanja Tschigg";"JME";"Lagerstrasse 45";"928490"
"23.11.2023";"23.11.2023";"Do";"15:00";"15:45";"ZL O4.01";"TP TPA 2308 C 01";"Umsetzen von Hygiene- und Sicherheitsmassnahmen";"Tanja Tschigg";"JME";"Lagerstrasse 45";"928492"
"23.11.2023";"23.11.2023";"Do";"12:20";"13:05";"ZL O4.05";"TP TPA 2308 C 01";"Allgemeinbildung";"Julian Meyer";"JME";"Lagerstrasse 45";"928594"
"23.11.2023";"23.11.2023";"Do";"13:10";"13:55";"ZL O4.05";"TP TPA 2308 C 01";"Allgemeinbildung";"Julian Meyer";"JME";"Lagerstrasse 45";"928596"
"23.11.2023";"23.11.2023";"Do";"09:50";"10:35";"GYM";"TP TPA 2308 C 01";"Turnen und Sport";"Mariella Oswald";"JME";"Lagerstrasse 102";"928650"
"23.11.2023";"23.11.2023";"Do";"10:40";"11:25";"GYM";"TP TPA 2308 C 01";"Turnen und Sport";"Mariella Oswald";"JME";"Lagerstrasse 102";"928652"
"23.11.2023";"23.11.2023";"Do";"10:40";"11:25";"ZL O4.03";"TP TPA 2308 D 01";"Betreuen von Kunden";"Sybil Lüthi";"JME";"Lagerstrasse 45";"928692"
"23.11.2023";"23.11.2023";"Do";"09:50";"10:35";"ZL O4.03";"TP TPA 2308 D 01";"Begleiten von tierärztliche Eingriffe";"Sybil Lüthi";"JME";"Lagerstrasse 45";"928812"
"23.11.2023";"23.11.2023";"Do";"15:50";"16:35";"ZL O4.01";"TP TPA 2308 D 01";"Umsetzen von Hygiene- und Sicherheitsmassnahmen";"Tanja Tschigg";"JME";"Lagerstrasse 45";"928850"
"23.11.2023";"23.11.2023";"Do";"16:40";"17:25";"ZL O4.01";"TP TPA 2308 D 01";"Umsetzen von Hygiene- und Sicherheitsmassnahmen";"Tanja Tschigg";"JME";"Lagerstrasse 45";"928852"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"ZL O4.08";"TP TPA 2308 D 01";"Allgemeinbildung";"Karin Baumann";"JME";"Lagerstrasse 45";"928890"
"23.11.2023";"23.11.2023";"Do";"15:00";"15:45";"ZL O4.08";"TP TPA 2308 D 01";"Allgemeinbildung";"Karin Baumann";"JME";"Lagerstrasse 45";"928892"
"23.11.2023";"23.11.2023";"Do";"12:20";"13:05";"ZL O4.08";"TP TPA 2308 D 01";"Allgemeinbildung";"Karin Baumann";"JME";"Lagerstrasse 45";"928954"
"23.11.2023";"23.11.2023";"Do";"13:10";"13:55";"ZL O4.08";"TP TPA 2308 D 01";"Allgemeinbildung";"Karin Baumann";"JME";"Lagerstrasse 45";"928956"
"23.11.2023";"23.11.2023";"Do";"08:00";"08:45";"GYM";"TP TPA 2308 D 01";"Turnen und Sport";"Mariella Oswald";"JME";"Lagerstrasse 102";"929010"
"23.11.2023";"23.11.2023";"Do";"08:50";"09:35";"GYM";"TP TPA 2308 D 01";"Turnen und Sport";"Mariella Oswald";"JME";"Lagerstrasse 102";"929012"
"23.11.2023";"23.11.2023";"Do";"13:10";"13:55";"ZL O4.03";"TP TPA 2308 E 01";"Betreuen von Kunden";"Sybil Lüthi";"JME";"Lagerstrasse 45";"929052"
"23.11.2023";"23.11.2023";"Do";"14:00";"14:45";"ZL O4.03";"TP TPA 2308 E 01";"Betreuen von Tieren";"Sybil Lüthi";"JME";"Lagerstrasse 45";"929090"
"23.11.2023";"23.11.2023";"Do";"15:00";"15:45";"ZL O4.03";"TP TPA 2308 E 01";"Betreuen von Tieren";"Sybil Lüthi";"JME";"Lagerstrasse 45";"929092"
"23.11.2023";"23.11.2023";"Do";"15:50";"16:35";"ZL O4.15";"TP TPA 2308 E 01";"Ausführen von Laborarbeiten";"Daniela Rada";"JME";"Lagerstrasse 45";"929130"
"23.11.2023";"23.11.2023";"Do";"16:40";"17:25";"ZL O4.15";"TP TPA 2308 E 01";"Ausführen von Laborarbeiten";"Daniela Rada";"JME";"Lagerstrasse 45";"929132"
"23.11.2023";"23.11.2023";"Do";"12:20";"13:05";"ZL O4.03";"TP TPA 2308 E 01";"Begleiten von tierärztliche Eingriffe";"Sybil Lüthi";"JME";"Lagerstrasse 45";"929172"
"23.11.2023";"23.11.2023";"Do";"08:50";"09:35";"ZL O4.05";"TP TPA 2308 E 01";"Allgemeinbildung";"Daniel Beyerlein";"JME";"Lagerstrasse 45";"929296"
"23.11.2023";"23.11.2023";"Do";"09:50";"10:35";"ZL O4.05";"TP TPA 2308 E 01";"Allgemeinbildung";"Daniel Beyerlein";"JME";"Lagerstrasse 45";"929298"
"23.11.2023";"23.11.2023";"Do";"10:40";"11:25";"ZL O4.05";"TP TPA 2308 E 01";"Allgemeinbildung";"Daniel Beyerlein";"JME";"Lagerstrasse 45";"929300"
"23.11.2023";"23.11.2023";"Do";"18:20";"19:05";"402";"TS TSE 2109 A 05";"Analogtechnik";"Hans Gmür";"JTE";"Lagerstrasse 102";"914739"
"23.11.2023";"23.11.2023";"Do";"19:10";"19:55";"402";"TS TSE 2109 A 05";"Analogtechnik";"Hans Gmür";"JTE";"Lagerstrasse 102";"914741"
"23.11.2023";"23.11.2023";"Do";"20:05";"20:50";"402";"TS TSE 2109 A 05";"Analogtechnik";"Hans Gmür";"JTE";"Lagerstrasse 102";"914743"
"23.11.2023";"23.11.2023";"Do";"20:55";"21:40";"402";"TS TSE 2109 A 05";"Analogtechnik";"Hans Gmür";"JTE";"Lagerstrasse 102";"914745"
"21.11.2023";"21.11.2023";"Di";"18:20";"19:05";"407";"TS TSE 2109 A 05";"Embedded Systems";"Martin Burger";"JTE";"Lagerstrasse 102";"914627"
"21.11.2023";"21.11.2023";"Di";"19:10";"19:55";"407";"TS TSE 2109 A 05";"Embedded Systems";"Martin Burger";"JTE";"Lagerstrasse 102";"914629"
"21.11.2023";"21.11.2023";"Di";"20:05";"20:50";"407";"TS TSE 2109 A 05";"Embedded Systems";"Martin Burger";"JTE";"Lagerstrasse 102";"914631"
